employee_id,department,job_role_level,education_level,performance_rating,years_at_company,years_since_last_promotion,monthly_salary_kes,overtime_hours_per_month,job_satisfaction_score,work_life_balance_score,distance_from_home_km,num_companies_worked_previously,remote_work_days_per_week,bonus_amount_kes,attrition
687,Sales,Senior,Bachelor's,High,10.8,6.6,103674.0,10.1,1.2,4.1,24.8,1,2,61251.072258931905,Yes
688,HR,Senior,Diploma,Low,12.8,4.4,172088.0,4.1,2.6,3.5,8.8,1,2,14503.751247595494,No
689,Sales,Senior,Diploma,High,6.4,4.3,145281.0,13.4,1.3,4.0,34.4,4,5,28771.806808509384,Yes
690,Engineering,Junior,Bachelor's,Average,4.9,4.1,68803.0,25.1,2.7,2.7,23.3,4,3,11910.730634012241,Yes
691,Operations,Mid,Bachelor's,Average,7.6,4.8,59857.0,6.3,1.8,3.4,21.2,2,5,,Yes
692,Operations,Junior,Bachelor's,Low,3.4,2.1,30626.0,34.5,4.8,3.3,2.2,3,0,,No
693,Finance,Senior,Master's,Average,7.2,4.8,85599.0,6.9,2.9,2.7,6.5,2,4,49783.929639426955,No
694,Finance,Mid,Master's,Average,5.4,4.6,62619.0,16.1,3.2,1.0,7.9,0,4,24443.08357146522,No
695,Engineering,Junior,Master's,Outstanding,10.7,3.1,40020.0,29.4,3.3,2.2,9.1,0,1,24019.86102193123,No
696,Operations,Lead,Bachelor's,Low,3.8,2.4,146420.0,37.4,3.2,1.9,11.8,1,4,,Yes
697,Sales,Senior,Bachelor's,Outstanding,6.5,2.9,183726.0,8.9,1.8,4.5,10.9,3,2,15675.377277376982,No
698,Engineering,Senior,Master's,Average,3.0,0.6,170174.0,5.3,5.0,3.1,21.8,3,5,10426.177166261194,No
699,Engineering,Junior,Master's,Average,1.7,1.4,61317.0,23.9,2.7,,8.8,5,1,24588.96584930974,Yes
700,HR,Senior,Master's,High,1.4,0.8,110774.0,15.6,2.7,4.4,22.3,1,2,49183.19264994905,No
701,Sales,Mid,Bachelor's,Low,7.9,3.7,78653.0,9.5,4.9,2.8,3.3,2,2,32434.387410667783,No
702,Engineering,Lead,Bachelor's,High,1.8,0.8,253423.0,14.4,2.5,3.7,10.4,4,4,25933.345604762268,No
703,Operations,Mid,Bachelor's,High,6.0,4.1,36528.0,16.2,3.4,4.8,3.5,3,4,,No
704,Engineering,Senior,Master's,Average,7.5,3.8,79416.0,10.9,1.0,4.1,3.0,0,4,78939.02278768596,No
705,Engineering,Mid,Bachelor's,Average,11.4,4.1,100615.0,10.3,3.9,2.7,8.4,2,1,21858.62504846002,No
706,Engineering,Mid,Master's,High,9.4,4.9,98930.0,7.9,1.6,3.7,0.8,5,5,25608.224326497715,No
707,Finance,Senior,Bachelor's,Average,3.7,2.0,123209.0,16.4,4.0,3.1,7.8,3,2,58289.17294935788,No
708,Operations,Junior,Bachelor's,Outstanding,11.4,7.9,81065.0,7.5,4.2,,6.0,5,5,,No
709,Engineering,Mid,Diploma,High,3.3,1.8,36617.0,9.5,4.6,3.3,7.1,2,0,18887.049457172234,No
710,Finance,Junior,Diploma,High,4.3,1.6,60484.0,16.2,2.1,4.3,4.0,1,3,32818.59272172242,No
711,Engineering,Mid,Bachelor's,Outstanding,5.9,2.8,148847.0,13.4,2.0,1.7,14.2,0,3,35579.23315590722,No
712,Sales,Senior,Bachelor's,Average,5.0,2.3,101408.0,5.5,3.2,3.4,6.1,3,2,17960.683137453685,No
713,HR,Mid,Bachelor's,High,3.5,1.8,46416.0,31.1,1.9,2.9,5.2,0,0,58879.47820592356,No
714,Sales,Lead,Diploma,High,2.5,2.1,206294.0,15.2,2.5,2.4,4.3,2,4,14970.374047589343,No
715,Engineering,Senior,PhD,High,3.7,1.5,190068.0,4.4,3.9,,0.7,4,2,14059.41858611671,No
716,Finance,Senior,Diploma,High,7.4,2.1,146934.0,9.5,3.5,,12.7,0,0,48250.19403423448,No
717,HR,Mid,Master's,High,7.6,2.1,73656.0,24.1,1.0,3.2,7.2,1,2,24072.785998974978,No
718,HR,Senior,Bachelor's,Low,4.8,3.5,138445.0,13.1,2.8,1.5,2.7,0,5,30024.161155807484,No
719,Engineering,Mid,Bachelor's,Average,11.3,4.4,84860.0,2.2,2.5,4.3,8.7,2,3,74245.02662536385,No
720,Engineering,Junior,Bachelor's,Average,11.5,2.8,38966.0,10.3,5.0,5.0,14.5,2,4,72739.98897544568,No
721,Finance,Mid,Master's,Average,8.4,2.8,73194.0,29.2,2.6,4.4,35.8,1,3,11889.74288360204,No
722,Sales,Mid,Diploma,Average,2.1,1.5,70160.0,11.7,1.2,1.0,19.7,2,4,19721.0429596643,Yes
723,Engineering,Mid,Bachelor's,Average,6.7,4.0,81491.0,9.1,5.0,1.0,5.6,0,5,21021.05646524734,No
724,Finance,Mid,Master's,Low,4.4,3.4,107236.0,14.1,5.0,3.4,17.3,1,4,21489.35473469594,No
725,HR,Mid,Bachelor's,High,6.5,3.9,81013.0,9.2,4.0,1.4,5.0,2,0,36468.43141721722,No
726,Engineering,Mid,Master's,Average,4.9,4.4,56856.0,3.5,2.7,2.2,3.5,2,3,18846.994961901404,No
727,Engineering,Mid,Bachelor's,High,2.5,1.9,88084.0,10.5,2.3,3.1,11.2,3,2,10384.306863662929,Yes
728,Sales,Senior,Bachelor's,High,2.3,0.9,158542.0,14.2,2.6,3.5,7.0,2,3,18658.161527187243,No
729,Operations,Junior,Master's,Low,6.5,3.6,39983.0,4.5,3.3,2.7,16.4,1,4,,No
730,Sales,Lead,Master's,Outstanding,2.5,1.2,162049.0,26.0,2.9,4.0,11.5,1,1,95903.94982415083,No
731,Operations,Junior,Bachelor's,Average,0.8,0.6,42195.0,25.2,4.7,4.5,2.9,1,0,,No
732,Engineering,Mid,Diploma,High,0.5,0.3,113791.0,6.4,4.1,2.0,2.7,2,5,4392.105225416449,No
733,Engineering,Junior,Bachelor's,High,4.1,3.0,45476.0,18.0,4.1,4.6,13.3,2,3,21907.099156353604,No
734,Sales,Lead,Master's,Average,8.6,6.7,141280.0,4.7,3.9,,12.0,3,5,14475.956265626228,No
735,HR,Junior,Bachelor's,Average,4.4,1.7,52978.0,16.0,2.9,5.0,18.5,2,5,104766.28273521725,No
736,Engineering,Junior,Master's,Average,4.2,1.6,34451.0,4.5,4.0,5.0,4.7,1,1,14933.031640446132,No
737,Operations,Mid,Bachelor's,Average,6.4,1.3,118442.0,17.0,3.1,4.4,18.3,3,4,,No
738,Finance,Senior,Bachelor's,High,3.5,2.1,175756.0,20.8,5.0,4.6,8.1,0,0,56853.39032224815,No
739,Sales,Senior,Diploma,High,3.2,0.8,189024.0,11.7,3.7,3.0,17.0,1,2,13938.329861931797,No
740,Operations,Mid,Master's,Average,4.3,2.7,55961.0,30.0,4.7,3.1,9.3,0,4,,No
741,Engineering,Lead,Master's,Average,3.6,2.0,222337.0,18.9,1.7,3.4,6.0,0,1,17794.09210631676,No
742,Sales,Senior,Master's,High,11.3,10.0,114597.0,4.4,2.0,3.4,24.2,1,4,17767.601400971504,Yes
743,Engineering,Senior,Master's,High,11.3,9.0,206754.0,34.7,4.3,,4.5,1,4,46502.21641340115,No
744,Sales,Junior,Master's,Average,6.3,2.2,50680.0,6.7,3.3,3.0,9.1,2,4,14980.838221852142,No
745,Engineering,Junior,Bachelor's,Outstanding,0.2,0.2,52242.0,4.3,3.8,,10.1,2,2,28441.09086116927,No
746,Engineering,Lead,Master's,Average,3.5,1.1,100385.0,20.1,3.9,3.4,7.9,2,2,9561.563475454735,No
747,Engineering,Junior,Bachelor's,Average,4.6,2.6,52628.0,7.6,3.8,1.7,2.1,0,0,8072.021254296573,No
748,Sales,Junior,Bachelor's,Average,5.3,3.5,20000.0,9.5,5.0,3.4,6.8,4,1,55248.63167936475,No
749,Engineering,Senior,Bachelor's,High,1.0,0.9,140006.0,11.9,2.0,1.9,9.1,1,1,17709.81669473849,No
750,Operations,Junior,Bachelor's,Low,6.7,2.6,53741.0,16.6,3.7,2.8,27.5,2,1,,Yes
751,Engineering,Senior,Diploma,Average,11.8,9.4,192881.0,26.4,3.5,3.4,10.3,0,0,22306.928627313155,Yes
752,Sales,Mid,Bachelor's,High,2.8,1.9,74647.0,7.5,2.4,4.5,7.3,0,3,20289.199118854252,No
753,Sales,Mid,Bachelor's,Outstanding,2.3,1.9,123038.0,12.8,3.4,3.2,0.9,0,3,44081.030566479974,No
754,Sales,Mid,Master's,Outstanding,5.1,2.1,117810.0,14.0,1.3,4.2,10.0,0,5,5736.346886821899,No
755,Engineering,Senior,Bachelor's,Average,11.3,4.9,162903.0,12.1,3.8,4.9,15.9,3,0,18944.531790824552,No
756,Operations,Junior,Diploma,High,5.8,2.7,62986.0,6.4,2.6,3.9,26.3,2,2,,No
757,Engineering,Senior,Bachelor's,Low,0.8,0.3,155480.0,42.4,4.5,2.0,10.5,1,1,18588.54694546845,No
758,Sales,Junior,Bachelor's,Average,3.5,1.9,32861.0,21.4,3.8,3.9,8.2,2,5,33500.12435882754,No
759,Engineering,Junior,Bachelor's,Outstanding,10.9,8.8,48348.0,23.4,3.2,3.4,15.5,3,3,4712.302539971695,No
760,Engineering,Junior,Master's,Average,4.0,0.9,29870.0,5.3,2.9,2.2,1.7,0,2,19938.590000981003,No
761,HR,Senior,Bachelor's,Low,3.0,1.2,114562.0,1.1,5.0,4.7,14.9,0,0,37960.56233225401,No
762,Finance,Junior,Bachelor's,High,7.3,4.0,74860.0,22.1,3.7,3.5,34.6,1,4,32952.81960928281,No
763,Sales,Junior,Bachelor's,High,12.8,4.7,54994.0,11.0,2.6,3.5,19.9,0,5,58004.31437088177,No
764,Sales,Senior,Master's,Outstanding,1.0,0.6,133363.0,14.6,3.9,1.6,12.8,1,4,16950.33067423249,No
765,Sales,Mid,Diploma,Average,3.9,1.6,114389.0,8.9,4.3,3.5,25.1,1,3,8790.874946945441,No
766,Sales,Junior,Master's,Average,15.0,11.6,71343.0,18.8,2.4,2.9,4.3,3,4,18349.774550072554,Yes
767,HR,Mid,Diploma,Outstanding,6.3,1.7,111546.0,10.0,3.5,2.7,14.8,1,4,9413.083242322045,No
768,Engineering,Junior,Bachelor's,Average,5.2,2.4,20000.0,9.8,4.4,2.7,9.7,1,1,93064.84914851881,No
769,HR,Senior,Diploma,Low,14.1,11.6,133077.0,16.0,4.2,4.7,6.9,3,4,33700.42588927629,No
770,Operations,Mid,Bachelor's,Outstanding,7.6,5.7,75360.0,37.1,3.0,2.8,7.8,1,5,,No
771,Engineering,Junior,Diploma,Average,6.0,2.2,56360.0,5.0,3.4,1.3,21.1,2,3,25809.49639346631,No
772,Operations,Mid,Bachelor's,Average,9.6,3.7,60928.0,44.8,4.4,4.3,7.3,1,2,,No
773,Sales,Mid,Bachelor's,Low,16.7,11.2,103894.0,14.5,5.0,3.1,6.9,1,4,24648.822721731027,No
774,Engineering,Senior,Bachelor's,Average,3.3,2.2,128719.0,14.7,2.8,2.8,7.9,0,5,50264.87760302839,No
775,Sales,Senior,Bachelor's,Average,5.7,2.0,110215.0,11.9,4.8,3.3,11.9,2,2,31960.99310040768,No
776,Engineering,Mid,Bachelor's,High,1.9,1.2,53015.0,7.4,5.0,3.7,10.0,2,3,30241.75614999132,No
777,HR,Mid,Bachelor's,Average,5.3,1.2,109117.0,3.5,3.6,2.4,6.8,0,0,33223.28862294636,No
778,Sales,Senior,Bachelor's,High,4.1,1.0,114333.0,2.0,2.9,,15.1,2,5,41150.3499552136,No
779,Sales,Senior,Master's,Average,5.4,1.8,148758.0,2.4,4.2,4.2,8.0,2,0,33662.81679215591,No
780,Finance,Mid,Bachelor's,Average,13.3,5.4,88327.0,32.0,1.6,4.8,1.2,3,5,25289.031400555785,No
781,HR,Junior,Bachelor's,Average,6.8,3.0,42163.0,9.5,2.9,2.8,8.9,3,3,30053.68773919305,No
782,Sales,Senior,Master's,Average,7.1,2.4,116867.0,20.7,5.0,2.8,19.7,2,2,13551.24031588255,Yes
783,Engineering,Junior,Master's,Average,5.6,1.7,65425.0,12.0,2.8,4.2,11.1,2,1,13536.377690998555,No
784,Operations,Junior,Diploma,Average,7.2,3.1,42787.0,24.1,3.0,2.0,12.9,1,1,,No
785,Finance,Mid,Master's,Low,9.1,7.7,60351.0,11.8,3.3,5.0,18.1,2,3,50362.911461179196,No
786,Engineering,Lead,Bachelor's,High,3.1,1.0,182342.0,7.7,3.3,4.4,4.3,1,3,5868.782130735438,No
787,Sales,Senior,Bachelor's,Low,4.6,1.6,100115.0,5.5,2.7,2.4,18.2,0,2,17203.79646629262,Yes
788,Operations,Junior,Bachelor's,Average,7.8,3.3,33933.0,10.3,4.7,3.4,4.8,0,4,,No
789,HR,Mid,Bachelor's,High,1.7,1.4,38003.0,17.5,3.9,2.7,4.9,0,5,33528.53005010521,No
790,Engineering,Senior,Diploma,High,2.4,1.4,155086.0,26.1,1.9,2.6,15.5,0,3,55835.99387435256,Yes
791,Operations,Senior,Master's,Outstanding,1.3,0.9,127991.0,25.7,4.8,1.3,16.3,3,2,,No
792,HR,Mid,Diploma,High,1.4,1.0,83848.0,37.4,3.6,3.7,12.6,2,3,11380.018547026628,No
793,HR,Junior,Bachelor's,High,13.8,11.8,35999.0,5.1,2.9,3.4,0.6,1,5,47816.20006000739,No
794,Sales,Junior,Diploma,Average,8.1,4.7,58764.0,5.2,2.1,3.0,60.0,1,0,11852.639776302452,Yes
795,Engineering,Junior,Master's,High,5.8,1.9,36236.0,6.7,3.7,,24.6,4,0,92319.72616173081,No
796,Operations,Mid,Master's,Average,10.5,5.6,80364.0,23.1,4.7,3.8,17.0,2,1,,No
797,Engineering,Junior,Bachelor's,Low,2.1,1.2,61815.0,11.3,2.4,4.1,4.3,3,4,36729.85581778374,No
798,Finance,Mid,Master's,Average,5.5,4.1,129792.0,58.5,2.4,3.4,11.6,4,4,11288.067983065037,Yes
799,Engineering,Junior,Bachelor's,High,3.5,2.4,72270.0,6.0,4.2,4.2,6.1,0,0,40045.54575973779,No
800,Operations,Junior,Master's,High,3.0,1.4,69859.0,7.2,2.1,3.6,8.2,0,0,,No
801,Engineering,Junior,Master's,Average,10.0,2.7,43745.0,17.1,3.6,2.2,37.3,6,5,50612.89975131367,Yes
802,Engineering,Mid,Master's,High,6.9,1.5,115889.0,4.9,3.1,4.2,8.3,2,4,29064.25164158556,No
803,Engineering,Mid,Bachelor's,Outstanding,8.7,5.6,95909.0,12.3,2.8,3.8,10.7,2,1,17210.632573385254,No
804,Finance,Mid,Diploma,High,5.8,4.4,98177.0,30.0,4.9,2.4,17.4,3,0,18872.18010305147,No
805,Sales,Lead,Diploma,Average,24.9,10.2,185923.0,16.3,3.6,3.7,8.9,2,1,7339.154482392745,No
806,HR,Senior,Diploma,Average,12.1,8.3,126408.0,24.3,4.9,3.0,4.3,1,0,45779.94162109098,No
807,Sales,Junior,Diploma,Average,4.2,1.3,37040.0,24.0,2.5,3.8,14.2,1,1,57756.90202086522,No
808,HR,Lead,Bachelor's,High,10.3,2.7,234818.0,49.3,5.0,3.4,6.6,0,0,23499.956373107972,No
809,Finance,Mid,Master's,Average,3.5,1.5,52820.0,18.0,2.1,3.3,18.5,1,2,50578.39174760283,Yes
810,Engineering,Mid,Bachelor's,High,7.0,1.9,67921.0,11.5,3.1,4.0,2.7,3,1,23533.273756406008,No
811,Engineering,Junior,Bachelor's,High,8.3,5.6,38183.0,17.5,3.1,2.0,1.2,1,2,54496.0944593331,No
812,Sales,Mid,Bachelor's,Average,3.9,3.4,71285.0,41.4,3.2,1.1,12.0,4,2,12460.674421266842,No
813,Engineering,Junior,Bachelor's,Outstanding,12.1,9.9,41905.0,29.3,2.9,3.0,9.8,0,1,5075.357479842609,No
814,Sales,Junior,Diploma,High,2.5,1.3,58573.0,18.2,2.8,1.9,8.0,0,5,38524.69549141967,No
815,Finance,Mid,Bachelor's,High,2.0,1.7,67794.0,40.2,4.1,,9.0,2,3,10463.474381050886,No
816,Sales,Junior,Master's,High,6.3,4.8,42584.0,14.2,3.9,,12.8,3,5,13637.911396799731,No
817,Engineering,Senior,Bachelor's,High,1.3,1.0,137012.0,54.5,1.0,,23.7,3,0,57860.93836669322,Yes
818,Sales,Senior,Master's,High,7.9,3.7,82448.0,31.3,3.1,,10.7,3,4,14543.405701185804,Yes
819,Engineering,Mid,Master's,Average,7.5,5.4,131914.0,10.1,3.1,5.0,4.5,1,2,11942.766898013197,No
820,Finance,Junior,Master's,Average,3.2,1.5,46789.0,33.9,2.5,4.4,14.9,0,3,60266.94291185365,No
821,Operations,Junior,Diploma,Average,10.9,9.0,34507.0,17.0,1.4,3.8,10.5,1,4,,No
822,Engineering,Mid,Bachelor's,Average,14.2,2.9,67035.0,23.0,2.1,2.5,5.9,3,1,73170.63829389439,Yes
823,HR,Junior,Diploma,High,6.7,3.0,27256.0,23.3,3.4,3.4,15.5,1,1,50632.65615746231,No
824,Finance,Mid,Diploma,Average,8.0,4.1,38459.0,7.4,3.3,2.5,13.0,1,4,31453.79743182082,No
825,Sales,Senior,Bachelor's,High,5.2,4.1,131859.0,27.0,4.8,3.8,20.4,2,4,52405.63064648786,No
826,Sales,Mid,Bachelor's,High,9.7,3.2,88214.0,5.2,2.7,1.1,3.4,2,5,13137.24610388353,No
827,Sales,Senior,Diploma,High,0.6,0.2,122482.0,3.0,1.8,3.6,14.3,2,1,18001.999734363886,No
828,Finance,Mid,Diploma,Average,6.5,4.1,87692.0,28.2,3.0,2.1,14.8,1,1,40700.90842726919,No
829,HR,Junior,Master's,High,8.6,2.3,45302.0,17.4,3.9,3.5,19.7,2,2,19404.324379930367,No
830,HR,Mid,Bachelor's,High,0.8,0.4,43742.0,6.9,4.3,3.7,4.5,1,0,6844.6008307372285,No
831,Finance,Mid,Bachelor's,High,6.6,2.8,99077.0,26.2,4.4,,20.9,2,3,16946.99312528541,No
832,Operations,Junior,Bachelor's,Average,1.4,0.8,56400.0,49.7,1.8,3.9,9.4,2,1,,Yes
833,Sales,Junior,Bachelor's,Outstanding,2.9,0.8,25123.0,37.4,4.1,3.1,11.9,2,5,39313.899720087546,No
834,HR,Junior,PhD,High,1.6,0.8,30681.0,20.1,3.2,3.1,9.9,4,1,58116.648321769,No
835,Finance,Mid,Bachelor's,High,7.4,3.0,96381.0,20.9,2.0,3.1,13.3,1,0,65563.25437840832,No
836,Engineering,Mid,Diploma,Average,1.0,0.8,76805.0,7.3,3.6,2.3,36.5,5,4,39061.54475314609,No
837,Engineering,Mid,Diploma,High,5.3,4.6,88804.0,13.4,3.0,4.3,24.2,1,1,55328.611536164775,No
838,Engineering,Mid,Bachelor's,High,1.3,0.4,142181.0,4.6,3.8,3.8,8.1,0,2,39998.43712071978,No
839,Operations,Senior,Diploma,Low,2.8,2.0,218707.0,13.4,3.3,2.6,13.4,0,1,,No
840,Sales,Mid,Bachelor's,Average,6.0,2.7,60125.0,19.4,2.4,3.8,8.9,2,4,10999.694100982699,Yes
841,Sales,Mid,Master's,Average,5.3,3.1,47437.0,33.1,2.5,3.7,2.8,2,1,6514.586539306326,No
842,Sales,Junior,PhD,Low,8.8,4.7,42938.0,16.7,4.6,2.6,3.0,1,1,36416.85172601091,No
843,HR,Mid,Bachelor's,Outstanding,7.5,5.8,111378.0,13.9,5.0,4.4,16.9,2,0,14708.412152597919,No
844,Sales,Mid,Master's,Average,5.1,3.6,115834.0,14.0,1.1,2.0,12.4,2,4,36006.565326110875,No
845,Operations,Mid,Bachelor's,High,14.6,6.4,132984.0,21.3,1.8,2.8,6.2,1,2,,No
846,Sales,Junior,Bachelor's,Average,9.6,4.6,56041.0,12.2,3.1,3.2,5.5,4,4,23665.055541490612,No
847,Engineering,Junior,Diploma,Outstanding,11.6,7.1,35933.0,17.7,1.9,3.5,10.0,2,5,11235.97192399554,No
848,Engineering,Mid,Bachelor's,High,6.5,4.5,60052.0,11.3,4.5,3.6,8.6,2,3,28780.31960364251,No
849,Operations,Mid,Master's,Average,7.2,2.2,106193.0,30.6,2.7,3.1,15.6,0,0,,No
850,Engineering,Mid,Bachelor's,Outstanding,2.5,2.1,86733.0,4.4,2.8,,4.4,1,2,55623.346447207594,No
851,Engineering,Senior,Bachelor's,High,7.7,2.8,146704.0,3.8,4.2,3.0,22.2,0,1,4772.168166115804,No
852,Engineering,Mid,Master's,High,7.3,3.9,105886.0,10.2,2.0,4.0,16.2,4,0,25211.558172088862,No
853,Finance,Junior,PhD,Outstanding,30.0,15.0,72164.0,2.5,3.4,1.7,9.5,3,4,29112.108218045953,No
854,Finance,Mid,Master's,High,2.0,1.4,75882.0,4.9,2.3,3.3,10.8,1,1,80566.14967375464,No
855,HR,Lead,Bachelor's,Low,6.4,5.0,245986.0,10.0,4.9,,25.2,1,5,13856.697839357099,No
856,Operations,Mid,Diploma,Average,3.4,2.3,97258.0,9.1,3.7,4.2,4.4,1,4,,No
857,Operations,Mid,Bachelor's,High,7.7,6.8,78028.0,14.8,3.9,3.1,6.6,2,2,,No
858,Engineering,Junior,Master's,Average,4.9,4.1,48417.0,5.8,2.7,4.2,8.1,1,4,30879.791729075343,No
859,Engineering,Junior,Bachelor's,Average,2.4,2.1,44533.0,14.5,3.1,3.0,18.7,0,4,35916.86428803253,No
860,Operations,Lead,Bachelor's,Low,4.0,1.4,153134.0,14.9,3.9,3.9,10.8,1,3,,No
861,Finance,Junior,Bachelor's,Average,2.4,0.9,26462.0,8.6,4.2,2.5,0.6,7,1,56201.20563794735,Yes
862,Engineering,Junior,Diploma,Average,4.3,1.6,21351.0,4.0,2.0,3.6,9.2,2,5,67664.64392471361,No
863,Engineering,Lead,PhD,Average,0.2,0.1,194693.0,43.0,5.0,3.6,9.2,1,1,12724.675550962973,No
864,Engineering,Senior,Bachelor's,Average,9.2,4.9,119527.0,9.1,4.5,2.6,2.0,2,0,26125.19144226557,No
865,Operations,Senior,Bachelor's,High,2.1,1.7,210681.0,24.2,4.3,1.9,4.1,2,0,,No
866,Engineering,Mid,Master's,Average,2.0,1.1,138687.0,10.7,2.3,3.5,3.3,2,2,47315.19297981946,No
867,Operations,Mid,Bachelor's,Average,6.4,5.6,79210.0,5.9,2.8,1.2,20.4,3,3,,Yes
868,Sales,Junior,Bachelor's,Average,4.2,1.6,23782.0,10.1,1.0,3.4,5.7,2,4,11734.704405365013,Yes
869,Operations,Mid,Bachelor's,Outstanding,1.6,1.4,113663.0,21.4,3.8,4.3,5.4,1,5,,No
870,Sales,Junior,Bachelor's,Average,8.2,2.2,58952.0,19.8,3.0,3.2,5.4,1,2,53280.596247218054,No
871,Engineering,Senior,Diploma,Outstanding,9.4,3.5,129886.0,15.9,3.2,3.1,1.7,0,3,18107.572646701006,No
872,Sales,Lead,Bachelor's,Outstanding,7.3,5.6,123820.0,6.8,5.0,3.3,20.4,0,4,167516.76282972944,No
873,Engineering,Junior,Master's,High,3.7,2.2,48363.0,6.5,1.2,2.5,18.0,3,0,32489.88818884234,Yes
874,Sales,Junior,Bachelor's,Outstanding,0.6,0.2,20000.0,28.4,5.0,2.5,10.2,3,5,10292.119612111534,No
875,Finance,Junior,Bachelor's,Average,6.5,2.8,45410.0,5.6,2.6,3.2,4.0,1,4,6421.5241531234615,No
876,Sales,Junior,Bachelor's,High,2.9,1.3,56333.0,25.7,4.0,3.4,2.5,3,1,54328.23316051612,No
877,Operations,Junior,Master's,Average,9.4,2.2,50243.0,7.7,4.4,3.4,4.1,0,1,,No
878,Finance,Junior,Diploma,Average,7.0,1.9,46308.0,10.2,2.5,2.1,19.9,1,4,66885.75301298064,No
879,Finance,Senior,Master's,Average,3.1,2.7,161818.0,16.5,5.0,3.4,10.1,2,1,16580.95530887449,No
880,Finance,Lead,Bachelor's,Average,0.4,0.1,236228.0,10.1,3.1,2.8,10.8,1,5,15259.98824309773,No
881,Finance,Senior,PhD,Low,8.0,6.6,100943.0,24.0,2.7,2.1,13.6,0,2,6884.209254778809,Yes
882,HR,Senior,Bachelor's,High,4.1,1.4,195805.0,13.7,4.0,3.6,5.4,1,4,49096.503578626696,No
883,Finance,Senior,Diploma,Low,5.2,4.5,113442.0,7.6,2.5,3.6,17.2,2,1,54357.64053778643,No
884,Sales,Mid,Master's,High,6.8,2.9,65240.0,16.5,2.9,3.8,2.3,0,2,16451.695155608675,No
885,Sales,Mid,Bachelor's,High,9.0,7.3,98758.0,29.8,1.5,3.5,2.3,1,4,5171.220711886178,No
886,HR,Senior,Diploma,Low,5.0,4.3,82528.0,22.4,2.9,1.1,7.0,0,3,34388.733564545604,Yes
887,Sales,Junior,Bachelor's,Average,12.1,3.3,27287.0,12.3,2.0,2.7,19.6,0,0,50951.21536709594,No
888,HR,Junior,Diploma,Average,4.2,1.6,61098.0,71.8,3.8,3.3,13.3,2,2,26394.25626363658,Yes
889,Engineering,Junior,Bachelor's,Average,3.5,0.8,51481.0,21.8,3.0,1.7,15.1,1,1,3306.583760967765,Yes
890,Engineering,Mid,Bachelor's,Average,11.1,6.0,84213.0,24.8,4.1,2.6,19.2,0,4,2027.5954640323448,No
891,Operations,Junior,Master's,Outstanding,6.1,2.7,34333.0,19.2,4.6,3.6,4.8,2,5,,No
892,Engineering,Lead,Diploma,High,20.5,12.7,165781.0,8.6,4.3,3.6,7.7,5,1,82122.68048196746,Yes
893,Sales,Junior,Bachelor's,Average,2.4,0.6,58694.0,2.8,2.8,3.8,10.2,2,4,21220.735894963706,No
894,Sales,Junior,Master's,Low,2.2,1.3,20152.0,29.9,2.8,2.9,3.0,2,1,21570.131375410147,Yes
895,Operations,Mid,Master's,High,4.9,2.3,93724.0,9.5,1.0,2.8,1.2,4,4,,Yes
896,HR,Junior,Master's,Average,1.0,0.4,44870.0,13.4,3.0,3.8,15.4,1,4,84399.88278714292,No
897,Sales,Mid,Master's,Average,9.5,7.5,129252.0,26.5,3.9,3.7,6.2,1,3,25535.17749470295,No
898,Sales,Mid,Bachelor's,Average,3.9,2.2,99698.0,37.6,3.7,3.3,29.7,2,5,3875.387641421466,No
899,Operations,Mid,Master's,Average,4.1,2.9,100697.0,41.4,4.3,3.6,24.4,0,3,,No
900,Sales,Mid,Diploma,High,3.1,0.8,102439.0,7.6,2.1,1.6,4.6,2,1,49436.124093011436,Yes
901,Engineering,Mid,Master's,Outstanding,2.1,1.0,47474.0,11.2,2.5,2.4,15.4,2,4,5149.668329076519,No
902,Finance,Mid,Bachelor's,Average,2.2,1.4,134412.0,20.5,2.5,2.7,11.1,0,0,25568.377354832606,No
903,HR,Mid,Bachelor's,High,6.1,3.1,41148.0,8.8,3.7,2.4,4.1,4,0,25885.730683343525,No
904,Operations,Mid,Master's,Average,12.2,7.7,76672.0,7.3,3.6,5.0,17.8,1,5,,No
905,Sales,Junior,Master's,Average,3.1,2.2,47048.0,10.8,2.9,3.9,5.0,1,1,16499.02217711364,Yes
906,HR,Senior,Bachelor's,Low,6.5,1.4,76288.0,23.9,3.6,,6.3,0,1,30010.37076836527,No
907,Operations,Mid,Bachelor's,Outstanding,3.1,2.4,100241.0,7.8,3.8,2.4,6.5,0,4,,No
908,Engineering,Mid,Bachelor's,Outstanding,16.7,10.9,99912.0,5.5,3.1,2.8,4.2,0,4,30435.702922463453,No
909,Engineering,Lead,Master's,High,3.2,1.0,164458.0,9.5,1.2,3.0,4.8,2,0,24368.58657952728,No
910,Finance,Lead,Bachelor's,Outstanding,7.3,1.9,143635.0,19.0,3.6,2.5,8.6,1,1,9581.877906631471,No
911,Engineering,Mid,Bachelor's,Outstanding,10.8,4.9,107634.0,13.9,3.7,3.8,4.2,3,0,65098.04633449308,No
912,Sales,Junior,PhD,High,5.9,5.2,35247.0,10.8,5.0,4.0,22.1,1,5,19936.24932333319,No
913,Sales,Mid,Diploma,High,0.6,0.5,118982.0,11.2,1.9,2.2,2.2,2,2,25173.74770264809,No
