customer_id,contract_type,payment_method,internet_service,tech_support,has_multiple_lines,senior_citizen,customer_satisfaction_level,competitor_offer_recent,tenure_months,monthly_charges_kes,total_charges_kes,num_support_tickets,partner_dependents_count,avg_monthly_data_usage_gb,satisfaction_survey_score,churn
673,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,Medium,No,21.6,3910.0,86311.0,1,1,88.1,2.2,No
674,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Low,No,21.6,4106.0,99479.0,1,4,59.6,,Yes
675,Month-to-Month,Credit Card,DSL,No,No,No,Low,No,72.0,1733.0,130650.0,2,0,71.3,2.5,No
676,Two Year,Mailed Check,Fiber Optic,No,Yes,No,Low,No,10.6,4866.0,51409.0,0,1,63.5,5.0,No
677,One Year,Bank Transfer,Fiber Optic,Yes,Yes,No,Medium,No,33.4,3415.0,114350.0,1,0,38.9,4.6,No
678,Two Year,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,50.0,7579.0,359709.0,5,4,57.7,3.6,Yes
679,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,6.3,3694.0,23027.0,0,2,28.8,1.8,No
680,Two Year,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,43.7,1381.0,58621.0,1,0,18.2,2.9,No
681,One Year,Mailed Check,None,No,Yes,Yes,Low,No,27.3,5425.0,137490.0,2,1,,3.8,Yes
682,Two Year,Electronic Check,Fiber Optic,Yes,No,No,High,No,31.4,3411.0,112413.0,2,2,62.3,4.9,No
683,Two Year,Electronic Check,None,No,No,No,Low,No,72.0,4246.0,308415.0,2,0,,4.5,No
684,Month-to-Month,Bank Transfer,Fiber Optic,Yes,No,No,Low,No,6.4,3321.0,21228.0,1,0,33.8,3.5,Yes
685,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,High,No,49.9,1757.0,85132.0,2,1,93.5,2.1,No
686,Month-to-Month,Mailed Check,Fiber Optic,No,No,No,High,No,18.5,8588.0,155787.0,0,0,110.8,5.0,No
687,Month-to-Month,Credit Card,None,No,Yes,Yes,High,Yes,72.0,2739.0,192834.0,3,0,,4.2,No
688,Month-to-Month,Credit Card,None,No,No,No,Medium,Yes,26.3,2192.0,57208.0,2,3,,4.3,No
689,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,27.8,2959.0,78097.0,4,2,47.4,3.7,No
690,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,Medium,No,9.1,3168.0,26351.0,1,0,22.8,2.8,Yes
691,Month-to-Month,Electronic Check,DSL,No,No,No,High,No,59.6,4329.0,261925.0,4,1,94.0,,No
692,Month-to-Month,Credit Card,DSL,No,Yes,No,Low,No,72.0,4509.0,352808.0,1,0,70.5,3.3,No
693,One Year,Credit Card,Fiber Optic,Yes,No,No,Medium,No,24.4,4780.0,115902.0,2,1,15.4,4.8,No
694,One Year,Bank Transfer,DSL,Yes,No,No,High,No,27.1,3190.0,81957.0,1,1,98.1,3.6,No
695,Month-to-Month,Electronic Check,None,No,No,No,Low,No,22.1,3569.0,80995.0,0,1,,5.0,Yes
696,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,Low,Yes,4.8,5562.0,24540.0,3,0,17.8,3.5,Yes
697,Month-to-Month,Electronic Check,DSL,Yes,No,No,Low,No,19.1,5816.0,115765.0,2,1,21.2,4.4,Yes
698,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,57.5,4805.0,273889.0,1,0,139.9,2.8,No
699,One Year,Bank Transfer,DSL,Yes,No,No,Medium,No,43.1,2596.0,115128.0,0,2,79.4,3.8,No
700,Month-to-Month,Mailed Check,None,No,Yes,No,Medium,Yes,32.4,2779.0,89501.0,0,0,,5.0,No
701,Month-to-Month,Electronic Check,DSL,No,Yes,No,Low,No,34.6,3805.0,132175.0,1,4,21.5,4.4,Yes
702,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,Yes,31.8,2846.0,91673.0,0,3,82.3,1.9,Yes
703,Two Year,Electronic Check,None,No,No,Yes,High,Yes,32.1,3008.0,97406.0,1,0,,3.9,No
704,Two Year,Bank Transfer,None,No,Yes,No,Medium,No,71.3,811.0,60235.0,1,0,,2.9,No
705,One Year,Electronic Check,DSL,No,No,No,High,No,36.6,2185.0,86463.0,2,0,33.2,3.0,No
706,Two Year,Credit Card,Fiber Optic,No,No,No,Low,No,63.9,4933.0,284473.0,1,1,31.0,1.2,No
707,Two Year,Mailed Check,DSL,Yes,Yes,No,Medium,Yes,15.5,2828.0,42005.0,3,1,37.1,2.9,No
708,Month-to-Month,Bank Transfer,None,No,No,No,Medium,Yes,24.3,3206.0,78296.0,1,2,,5.0,No
709,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,No,68.4,3283.0,218018.0,1,3,60.2,4.4,No
710,Two Year,Electronic Check,Fiber Optic,No,No,No,High,No,58.6,5564.0,322060.0,1,1,15.5,3.3,No
711,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,High,Yes,38.8,2426.0,98367.0,1,1,18.6,3.1,No
712,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,21.4,1035.0,21471.0,1,0,66.3,3.5,No
713,Two Year,Electronic Check,None,No,Yes,No,High,No,33.5,5290.0,171453.0,2,0,,4.2,No
714,One Year,Credit Card,Fiber Optic,No,Yes,No,High,No,35.4,2453.0,79957.0,0,0,122.6,3.6,No
715,Month-to-Month,Credit Card,None,No,No,No,Low,No,35.6,3166.0,111198.0,2,2,,3.2,No
716,Two Year,Electronic Check,None,No,Yes,No,Low,No,7.7,3734.0,27691.0,1,3,,4.8,No
717,Two Year,Mailed Check,Fiber Optic,Yes,No,Yes,Medium,No,10.5,671.0,7388.0,0,0,27.0,2.0,No
718,Month-to-Month,Credit Card,DSL,Yes,No,No,Medium,No,2.4,3654.0,8645.0,0,1,58.4,3.0,No
719,One Year,Credit Card,DSL,No,Yes,No,High,No,9.5,5351.0,54615.0,0,1,37.0,3.3,No
720,Month-to-Month,Credit Card,None,No,Yes,No,Low,Yes,4.9,3753.0,19345.0,2,1,,2.1,Yes
721,Month-to-Month,Bank Transfer,DSL,No,Yes,Yes,High,Yes,52.3,5391.0,290292.0,3,2,20.8,3.4,Yes
722,One Year,Electronic Check,None,No,Yes,No,Medium,No,25.3,3421.0,87381.0,0,0,,3.6,No
723,Two Year,Electronic Check,DSL,Yes,No,No,Medium,No,6.8,945.0,6433.0,3,0,92.2,2.8,No
724,Two Year,Mailed Check,DSL,Yes,Yes,No,High,Yes,32.3,3895.0,118247.0,2,1,23.0,1.6,No
725,One Year,Mailed Check,Fiber Optic,No,No,No,Low,No,1.8,2685.0,4796.0,0,3,45.5,4.7,No
726,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,High,Yes,11.6,4138.0,49450.0,2,2,36.6,3.5,No
727,Two Year,Electronic Check,Fiber Optic,No,No,No,Medium,No,9.5,3585.0,31321.0,1,1,64.7,3.1,No
728,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,16.5,2646.0,42699.0,0,2,25.4,4.7,No
729,Month-to-Month,Bank Transfer,None,No,No,Yes,Medium,Yes,33.1,3716.0,119454.0,2,4,,4.0,No
730,One Year,Bank Transfer,None,No,Yes,Yes,Medium,No,26.7,2656.0,71084.0,5,2,,5.0,No
731,Two Year,Electronic Check,DSL,No,Yes,No,Medium,No,19.1,7608.0,145950.0,2,2,53.8,4.5,No
732,Two Year,Electronic Check,DSL,Yes,No,Yes,Medium,Yes,34.9,3439.0,113843.0,3,1,27.6,1.0,No
733,One Year,Electronic Check,Fiber Optic,No,Yes,No,Low,No,16.3,2898.0,45738.0,2,1,42.3,3.5,No
734,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Medium,Yes,23.9,4697.0,110427.0,1,0,55.5,,No
735,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Low,No,41.6,5520.0,244508.0,6,2,74.4,3.0,Yes
736,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,72.0,4663.0,347933.0,2,0,45.7,2.0,No
737,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Low,No,38.6,2614.0,95840.0,3,1,96.1,2.7,No
738,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,Yes,Medium,Yes,63.8,3553.0,233545.0,2,1,10.2,,Yes
739,Month-to-Month,Credit Card,Fiber Optic,No,Yes,Yes,Medium,No,44.7,4920.0,215895.0,3,0,63.6,5.0,No
740,Month-to-Month,Bank Transfer,None,No,No,No,High,Yes,23.0,3356.0,79203.0,0,1,,2.9,No
741,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,Medium,No,59.4,1960.0,115735.0,2,1,32.8,2.6,No
742,Month-to-Month,Credit Card,DSL,Yes,Yes,No,Medium,No,39.3,3747.0,149195.0,3,0,89.1,1.7,Yes
743,One Year,Bank Transfer,Fiber Optic,No,No,No,High,Yes,26.3,2308.0,63571.0,0,1,11.0,1.5,Yes
744,Month-to-Month,Bank Transfer,None,Yes,No,No,Medium,Yes,72.0,3202.0,249845.0,1,2,,3.2,No
745,One Year,Mailed Check,Fiber Optic,No,No,No,Low,No,72.0,3629.0,264579.0,1,3,27.2,3.0,No
746,One Year,Mailed Check,DSL,Yes,Yes,No,Medium,No,44.7,1048.0,47652.0,2,1,48.1,4.1,No
747,One Year,Electronic Check,DSL,No,No,No,Medium,No,27.5,1559.0,41155.0,1,1,150.9,4.0,No
748,One Year,Electronic Check,None,Yes,Yes,No,Medium,No,15.4,4097.0,62628.0,0,0,,3.3,No
749,One Year,Electronic Check,None,No,No,No,High,No,42.3,4711.0,203305.0,0,1,,3.7,No
750,One Year,Electronic Check,DSL,Yes,No,No,Medium,No,14.3,3391.0,45081.0,1,1,43.3,3.2,No
751,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,High,No,56.4,3029.0,155603.0,3,1,13.9,5.0,No
752,One Year,Bank Transfer,DSL,Yes,Yes,No,High,No,30.8,4173.0,116124.0,2,1,39.4,3.3,No
753,One Year,Credit Card,Fiber Optic,No,Yes,No,Medium,Yes,35.8,3192.0,119350.0,1,0,15.7,3.5,No
754,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,No,43.3,1610.0,73671.0,3,0,46.0,3.0,No
755,One Year,Bank Transfer,Fiber Optic,No,No,No,Low,No,72.0,4514.0,308667.0,0,1,13.7,5.0,No
756,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,No,33.0,3467.0,111379.0,1,0,50.9,3.8,No
757,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,33.3,1440.0,47912.0,1,1,131.8,2.1,No
758,Month-to-Month,Mailed Check,None,No,No,No,Medium,No,52.5,1258.0,62340.0,1,0,,3.1,No
759,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,Yes,Medium,Yes,12.1,3123.0,36210.0,2,1,61.2,2.2,Yes
760,One Year,Credit Card,DSL,No,No,No,Medium,Yes,32.9,3126.0,100674.0,1,0,36.6,4.5,No
761,Month-to-Month,Bank Transfer,None,No,No,No,High,No,72.0,500.0,36208.0,3,3,,2.2,No
762,Month-to-Month,Credit Card,DSL,No,No,Yes,High,Yes,28.1,4274.0,120039.0,0,0,33.7,1.7,No
763,Two Year,Mailed Check,Fiber Optic,Yes,Yes,Yes,High,No,14.1,2097.0,30142.0,4,3,21.3,3.4,No
764,One Year,Electronic Check,Fiber Optic,No,Yes,No,Low,Yes,21.1,2417.0,54118.0,0,2,61.2,3.1,No
765,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,Yes,13.7,5143.0,72136.0,1,3,36.1,2.7,No
766,Month-to-Month,Electronic Check,Fiber Optic,Yes,Yes,No,Medium,Yes,16.3,3325.0,53768.0,2,1,91.9,2.3,Yes
767,One Year,Mailed Check,None,No,Yes,No,Medium,Yes,23.6,4002.0,94377.0,1,1,,3.8,No
768,Month-to-Month,Credit Card,None,Yes,No,No,Low,No,6.9,4261.0,28154.0,2,1,,3.3,No
769,Month-to-Month,Electronic Check,None,Yes,Yes,No,Medium,No,9.2,2649.0,24776.0,2,3,,1.8,Yes
770,One Year,Electronic Check,None,No,No,No,Medium,No,36.5,2380.0,86713.0,1,0,,5.0,No
771,Month-to-Month,Electronic Check,DSL,Yes,Yes,No,Medium,No,16.3,3318.0,52903.0,1,0,78.5,4.5,No
772,Month-to-Month,Electronic Check,DSL,No,No,No,Medium,No,5.2,1498.0,7963.0,0,0,62.4,4.0,No
773,One Year,Mailed Check,Fiber Optic,No,Yes,No,Low,No,47.2,1704.0,84701.0,1,0,85.8,,No
774,Month-to-Month,Bank Transfer,None,No,No,No,High,No,44.4,1918.0,89924.0,2,2,,2.2,No
775,Two Year,Bank Transfer,DSL,Yes,Yes,No,Medium,No,34.7,3634.0,126703.0,1,0,22.3,3.8,No
776,One Year,Mailed Check,Fiber Optic,No,No,Yes,High,No,60.0,5829.0,368390.0,2,2,9.8,2.9,No
777,Month-to-Month,Bank Transfer,DSL,Yes,No,No,High,Yes,13.8,3614.0,50564.0,3,1,42.6,4.1,No
778,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,13.8,4023.0,54192.0,1,1,164.1,4.6,No
779,Month-to-Month,Credit Card,DSL,Yes,Yes,No,Medium,No,60.0,3988.0,246608.0,2,1,90.7,1.0,No
780,Month-to-Month,Electronic Check,DSL,No,Yes,No,Medium,No,22.7,2554.0,58022.0,1,3,39.6,3.3,No
781,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Medium,No,23.3,2148.0,46268.0,2,0,51.4,2.6,No
782,Two Year,Bank Transfer,Fiber Optic,No,No,No,Low,Yes,39.1,4055.0,156443.0,1,0,62.1,2.5,No
783,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,High,No,3.8,4123.0,16118.0,2,0,35.0,4.9,No
784,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,Low,No,70.5,1677.0,116920.0,1,0,75.7,3.7,No
785,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,No,Medium,No,2.7,6896.0,18810.0,1,0,7.1,3.3,Yes
786,Month-to-Month,Credit Card,DSL,No,Yes,No,Low,Yes,11.6,3069.0,32928.0,1,0,44.1,4.1,No
787,One Year,Credit Card,None,Yes,Yes,No,Medium,No,24.8,3727.0,93506.0,2,0,,3.4,No
788,Two Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,49.5,3145.0,147061.0,1,0,30.9,2.5,No
789,Month-to-Month,Mailed Check,None,No,Yes,No,Low,Yes,16.1,2505.0,40749.0,2,1,,2.8,No
790,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,No,Medium,No,22.2,5191.0,115854.0,2,0,155.8,3.4,No
791,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,13.2,4708.0,64364.0,3,2,29.5,3.1,No
792,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,Medium,Yes,7.9,3323.0,26983.0,2,0,76.3,4.6,Yes
793,One Year,Electronic Check,Fiber Optic,No,No,No,High,No,6.3,2021.0,13099.0,1,3,11.4,3.2,No
794,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,High,No,30.4,4606.0,128169.0,1,2,15.0,2.3,No
795,One Year,Bank Transfer,Fiber Optic,Yes,Yes,Yes,High,No,54.5,3487.0,182540.0,4,4,63.8,2.9,No
796,One Year,Mailed Check,DSL,No,Yes,No,Medium,No,8.1,1676.0,13688.0,5,2,1.1,4.6,No
797,Month-to-Month,Electronic Check,DSL,Yes,No,No,High,No,29.6,1171.0,34810.0,2,1,45.5,3.1,No
798,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,42.5,4959.0,219313.0,0,2,130.3,4.0,No
799,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Low,No,37.4,5025.0,189596.0,2,2,16.4,4.2,No
800,Two Year,Electronic Check,Fiber Optic,No,Yes,No,Medium,No,72.0,2043.0,154916.0,2,0,27.6,3.3,No
801,Month-to-Month,Mailed Check,Fiber Optic,Yes,Yes,No,Low,Yes,67.8,3666.0,235154.0,2,0,47.4,5.0,No
802,Two Year,Credit Card,DSL,No,Yes,No,Low,No,48.5,4514.0,228553.0,0,1,36.4,,No
803,Two Year,Bank Transfer,DSL,No,No,No,High,No,52.6,5890.0,278277.0,3,1,44.7,4.1,No
804,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,High,No,40.3,1425.0,56532.0,1,3,19.9,2.7,No
805,Month-to-Month,Mailed Check,DSL,Yes,Yes,Yes,High,Yes,16.4,3395.0,55964.0,3,0,17.9,3.0,No
806,Two Year,Credit Card,DSL,No,No,No,Medium,No,27.7,5093.0,147310.0,5,1,22.6,4.3,No
807,Month-to-Month,Electronic Check,None,Yes,No,No,High,No,38.4,4366.0,172278.0,2,1,,5.0,No
808,Two Year,Credit Card,DSL,No,Yes,No,Medium,Yes,22.8,4775.0,107394.0,3,2,15.3,3.2,No
809,Month-to-Month,Credit Card,None,No,No,No,Low,Yes,56.1,4823.0,268105.0,1,1,,3.8,No
810,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,61.0,3780.0,220647.0,0,0,80.3,2.8,No
811,Month-to-Month,Bank Transfer,DSL,Yes,No,No,Medium,Yes,19.6,2863.0,53201.0,0,0,52.3,4.7,No
812,Month-to-Month,Credit Card,Fiber Optic,No,No,Yes,High,No,28.6,4792.0,134656.0,5,0,44.2,2.8,No
813,One Year,Credit Card,DSL,No,Yes,No,Medium,No,10.3,3539.0,38087.0,0,2,39.0,2.4,No
814,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,No,9.9,6442.0,63696.0,1,2,107.5,2.7,Yes
815,One Year,Electronic Check,DSL,Yes,No,No,Low,No,20.7,2229.0,43099.0,2,1,35.0,,No
816,Two Year,Electronic Check,None,No,Yes,No,Medium,No,2.4,3184.0,7408.0,1,2,,4.1,No
817,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Low,Yes,34.8,1134.0,39692.0,1,3,59.0,4.6,No
818,Month-to-Month,Electronic Check,None,No,No,No,High,Yes,19.1,2625.0,46038.0,4,0,,2.7,Yes
819,Two Year,Credit Card,Fiber Optic,No,Yes,Yes,Low,No,39.3,2678.0,103518.0,1,0,51.7,4.7,No
820,Two Year,Bank Transfer,DSL,Yes,No,No,Low,Yes,4.2,2817.0,11730.0,2,1,43.6,3.6,No
821,One Year,Bank Transfer,Fiber Optic,No,No,No,Medium,No,26.1,2981.0,78913.0,3,2,59.8,1.8,No
822,One Year,Mailed Check,Fiber Optic,No,No,Yes,Medium,Yes,20.1,3117.0,59856.0,2,2,94.7,3.9,No
823,Month-to-Month,Credit Card,DSL,No,Yes,No,Low,No,34.0,3163.0,117914.0,2,2,62.5,5.0,No
824,Month-to-Month,Mailed Check,DSL,No,No,Yes,High,Yes,45.2,2635.0,126590.0,3,1,11.7,3.7,No
825,Month-to-Month,Electronic Check,None,No,No,No,Low,Yes,24.7,2056.0,49291.0,2,0,,4.5,No
826,Month-to-Month,Credit Card,DSL,Yes,Yes,No,High,No,38.4,2054.0,75526.0,5,1,32.9,2.9,No
827,Two Year,Bank Transfer,Fiber Optic,No,No,Yes,High,Yes,21.1,1806.0,39666.0,1,3,83.6,4.5,No
828,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,20.2,6569.0,132473.0,2,0,16.8,,No
829,Two Year,Electronic Check,None,No,Yes,No,High,Yes,32.7,3795.0,117393.0,2,0,,2.8,No
830,Two Year,Electronic Check,Fiber Optic,No,No,No,High,Yes,18.7,3117.0,53223.0,1,0,8.6,5.0,No
831,Two Year,Bank Transfer,Fiber Optic,Yes,No,No,Medium,No,72.0,3270.0,227275.0,3,3,20.1,4.3,No
832,One Year,Bank Transfer,Fiber Optic,No,No,No,High,No,13.7,4845.0,68507.0,1,2,81.4,2.7,No
833,Month-to-Month,Bank Transfer,None,Yes,Yes,No,Low,Yes,12.3,2965.0,33771.0,0,1,,3.9,Yes
834,Month-to-Month,Mailed Check,Fiber Optic,No,Yes,Yes,High,Yes,72.0,5620.0,423814.0,2,4,12.8,3.8,No
835,Two Year,Electronic Check,Fiber Optic,No,No,No,Low,Yes,15.5,3845.0,56785.0,2,0,115.9,3.9,Yes
836,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Low,No,31.5,4134.0,124756.0,2,0,34.5,1.8,No
837,Month-to-Month,Electronic Check,None,Yes,No,No,High,Yes,72.0,2314.0,163307.0,4,1,,4.1,No
838,One Year,Electronic Check,Fiber Optic,Yes,No,No,High,No,38.7,4060.0,149645.0,1,2,29.5,3.0,No
839,One Year,Bank Transfer,DSL,Yes,No,No,High,No,17.7,5380.0,97650.0,4,1,53.9,3.7,No
840,Month-to-Month,Credit Card,None,No,No,No,Low,Yes,27.7,2658.0,67795.0,2,1,,2.8,No
841,Two Year,Bank Transfer,DSL,No,Yes,No,Low,No,34.8,2564.0,91084.0,1,3,69.0,4.2,No
842,One Year,Credit Card,DSL,Yes,No,No,Medium,No,45.4,2971.0,140880.0,0,0,28.0,2.7,No
843,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,Yes,23.1,5353.0,131280.0,1,0,60.0,2.6,No
844,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Medium,No,18.0,5704.0,103519.0,1,1,15.6,,No
845,Month-to-Month,Credit Card,Fiber Optic,No,No,No,Medium,Yes,37.8,2271.0,84373.0,1,3,31.5,3.4,No
846,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Medium,No,6.6,5521.0,37344.0,4,1,49.4,3.6,Yes
847,Month-to-Month,Credit Card,DSL,No,No,No,Medium,No,33.9,4950.0,162466.0,0,1,23.9,4.1,No
848,One Year,Electronic Check,DSL,No,Yes,No,Medium,No,36.6,3071.0,115888.0,1,2,59.5,3.3,Yes
849,One Year,Credit Card,DSL,No,No,No,Low,Yes,37.0,3653.0,128800.0,3,1,60.6,3.9,No
850,Two Year,Electronic Check,DSL,No,Yes,No,Medium,No,5.3,4293.0,23903.0,0,0,45.5,3.3,No
851,Two Year,Electronic Check,Fiber Optic,Yes,Yes,Yes,Medium,No,13.6,4707.0,64537.0,1,0,17.4,2.8,No
852,Month-to-Month,Credit Card,None,Yes,No,Yes,Medium,No,14.6,3567.0,49124.0,2,1,,1.9,No
853,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,No,14.1,3908.0,54140.0,1,1,37.7,3.2,No
854,One Year,Bank Transfer,DSL,No,Yes,No,Low,No,45.9,2454.0,115991.0,2,3,10.1,4.4,Yes
855,Month-to-Month,Credit Card,Fiber Optic,No,Yes,No,Medium,No,15.6,4022.0,64626.0,1,3,93.9,3.5,No
856,Month-to-Month,Bank Transfer,Fiber Optic,No,No,Yes,Low,No,18.5,3362.0,60201.0,1,0,37.5,2.4,No
857,One Year,Mailed Check,Fiber Optic,Yes,Yes,No,High,Yes,17.1,3725.0,59147.0,2,3,43.4,4.5,No
858,One Year,Bank Transfer,DSL,No,Yes,No,Medium,No,9.7,3055.0,29859.0,1,3,30.6,5.0,No
859,Month-to-Month,Bank Transfer,Fiber Optic,No,Yes,No,High,No,22.1,500.0,11442.0,1,1,48.2,2.2,No
860,Month-to-Month,Credit Card,None,Yes,Yes,Yes,High,No,12.7,4920.0,61969.0,2,1,,3.9,Yes
861,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,Medium,No,15.4,4896.0,72191.0,1,0,73.8,4.1,No
862,Month-to-Month,Bank Transfer,DSL,No,Yes,No,Medium,No,67.6,4843.0,307636.0,2,1,36.2,3.6,No
863,Month-to-Month,Electronic Check,Fiber Optic,No,No,No,Low,No,57.5,4225.0,249507.0,0,3,38.5,4.4,No
864,Two Year,Electronic Check,DSL,Yes,No,No,High,No,24.1,5178.0,134527.0,2,0,43.8,,No
865,Month-to-Month,Bank Transfer,Fiber Optic,No,No,No,Low,No,72.0,5716.0,401837.0,1,0,35.1,2.8,No
866,Month-to-Month,Electronic Check,None,Yes,Yes,No,High,No,21.3,4623.0,97414.0,0,3,,4.9,No
867,Month-to-Month,Credit Card,Fiber Optic,Yes,No,No,Low,Yes,36.6,2762.0,95557.0,1,1,16.5,3.9,No
868,One Year,Credit Card,None,No,Yes,No,Medium,No,30.9,2078.0,66208.0,2,0,,3.9,No
869,Month-to-Month,Bank Transfer,DSL,Yes,No,No,Low,No,42.4,2510.0,105883.0,3,1,49.4,2.8,No
870,Month-to-Month,Bank Transfer,None,No,No,No,Medium,No,17.1,6761.0,111658.0,0,1,,2.9,No
871,Month-to-Month,Electronic Check,Fiber Optic,Yes,No,No,Medium,Yes,9.2,3168.0,31040.0,1,0,22.1,4.3,No
872,One Year,Credit Card,DSL,Yes,No,No,Medium,No,29.6,4748.0,136160.0,3,3,24.6,3.5,No
873,One Year,Electronic Check,DSL,No,Yes,Yes,Medium,No,72.0,5457.0,372903.0,1,0,60.4,2.7,No
874,Month-to-Month,Credit Card,Fiber Optic,Yes,Yes,No,High,No,9.9,3850.0,37701.0,5,1,41.6,4.0,Yes
875,Two Year,Credit Card,Fiber Optic,No,Yes,No,Medium,No,14.5,4674.0,71971.0,1,1,22.3,3.5,No
876,One Year,Electronic Check,Fiber Optic,No,No,No,Low,No,30.9,6945.0,226372.0,1,1,39.9,5.0,No
877,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,17.3,1610.0,28240.0,1,0,65.2,4.2,No
878,One Year,Credit Card,Fiber Optic,Yes,No,Yes,Medium,Yes,41.7,4876.0,198257.0,4,1,104.2,3.2,No
879,Two Year,Bank Transfer,Fiber Optic,Yes,Yes,No,Medium,No,19.3,605.0,11210.0,0,0,47.5,3.8,No
880,Month-to-Month,Electronic Check,None,Yes,Yes,No,Low,No,23.5,5399.0,125097.0,0,4,,,Yes
881,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,72.0,2745.0,189994.0,2,2,99.0,4.0,No
882,One Year,Bank Transfer,DSL,No,No,No,High,No,39.2,3494.0,136333.0,1,0,50.2,3.7,No
883,Two Year,Bank Transfer,DSL,No,Yes,Yes,High,No,11.9,3377.0,37363.0,1,3,5.3,2.6,No
884,Month-to-Month,Electronic Check,None,No,No,No,Medium,Yes,12.6,500.0,6887.0,1,3,,2.1,No
885,Month-to-Month,Electronic Check,None,Yes,No,No,High,No,2.3,3299.0,7760.0,3,0,,4.2,Yes
886,Two Year,Electronic Check,DSL,No,No,No,Medium,No,25.9,4242.0,100277.0,0,2,24.7,3.8,No
887,Month-to-Month,Electronic Check,None,No,No,No,Medium,No,20.2,4433.0,92450.0,0,0,,4.9,No
888,Month-to-Month,Electronic Check,DSL,Yes,No,No,Medium,No,9.3,4708.0,40848.0,1,2,55.8,5.0,Yes
889,Month-to-Month,Credit Card,Fiber Optic,No,No,No,High,Yes,15.7,6978.0,100156.0,2,1,32.7,3.2,Yes
890,Month-to-Month,Electronic Check,Fiber Optic,No,Yes,No,High,No,72.0,3890.0,274642.0,0,2,25.5,4.0,No
891,Month-to-Month,Electronic Check,DSL,No,Yes,Yes,High,Yes,25.8,3893.0,99667.0,1,2,20.6,3.8,No
892,One Year,Electronic Check,None,Yes,No,No,High,No,5.2,4890.0,24378.0,2,2,,2.3,No
893,Month-to-Month,Bank Transfer,None,Yes,No,Yes,Medium,No,37.3,2932.0,112980.0,1,1,,3.3,Yes
894,Two Year,Mailed Check,Fiber Optic,Yes,No,No,Low,No,38.2,4072.0,162696.0,4,1,50.9,2.8,No
895,Month-to-Month,Credit Card,DSL,No,Yes,No,Medium,Yes,21.0,4074.0,82013.0,1,1,65.1,,No
896,Two Year,Bank Transfer,Fiber Optic,Yes,No,No,High,No,35.4,4786.0,147984.0,3,1,28.4,4.0,No
