claim_id,policy_type,claim_type,incident_location_type,witnesses_present,agent_flagged_history,police_report_filed,claimant_age,policy_tenure_years,prior_claims_count,days_to_report_claim,claim_amount_kes,estimated_repair_cost_kes,claim_amount_to_policy_limit_ratio,customer_credit_score,claim_status
659,Health,Collision,Rural,Yes,No,No,53.0,4.9,0,3.6,57342.0,61277.0,0.578,716.8958132197785,Legitimate
660,Auto,Medical,Urban,Yes,No,,60.0,18.8,1,0.4,146562.0,147842.0,0.226,751.9699826828534,Legitimate
661,Life,Medical,Rural,No,No,,37.0,1.3,0,10.0,87558.0,97820.0,0.173,452.19206776856316,Legitimate
662,Auto,Theft,Urban,Yes,No,Yes,47.0,12.6,2,2.4,154682.0,144761.0,0.404,656.2815789826626,Legitimate
663,Auto,Collision,Suburban,Yes,No,No,25.0,3.4,2,3.3,203326.0,198133.0,0.333,,Legitimate
664,Health,Collision,Suburban,No,No,Yes,21.0,4.6,1,2.8,159140.0,171256.0,0.177,758.7551918997841,Legitimate
665,Auto,Fire,Rural,Yes,No,No,28.0,6.8,4,15.5,131585.0,116829.0,0.232,735.0420977496702,Legitimate
666,Auto,Collision,Suburban,No,No,No,18.0,3.8,2,4.5,220484.0,242685.0,0.183,768.5651897162762,Legitimate
667,Auto,Collision,Rural,Yes,No,Yes,36.0,15.3,0,4.2,224449.0,234718.0,0.424,728.5232010782294,Legitimate
668,Auto,Liability,Urban,No,No,No,26.0,8.7,0,2.5,404256.0,415388.0,0.241,,Legitimate
669,Health,Collision,Suburban,No,No,Yes,25.0,9.2,2,3.1,63041.0,70228.0,0.234,691.7080617219129,Legitimate
670,Life,Collision,Rural,No,No,,34.0,3.6,2,1.5,247870.0,245143.0,0.19,584.235072917973,Legitimate
671,Property,Fire,Suburban,No,No,Yes,42.0,4.6,0,6.0,76665.0,69047.0,0.206,765.2057911266622,Legitimate
672,Health,Medical,Suburban,Yes,No,,35.0,5.0,1,3.6,119746.0,119040.0,0.233,,Legitimate
673,Health,Liability,Urban,No,No,No,38.0,5.3,1,1.5,71618.0,66012.0,0.258,714.7350298957841,Legitimate
674,Auto,Theft,Urban,Yes,No,Yes,52.0,10.8,0,4.3,95741.0,96406.0,0.203,604.1092802211182,Legitimate
675,Property,Fire,Suburban,No,No,Yes,46.0,7.5,1,2.5,232432.0,227299.0,0.445,529.1256194676195,Legitimate
676,Auto,Theft,Suburban,Yes,No,No,41.0,4.5,0,6.6,34311.0,35055.0,0.444,707.2811894759641,Legitimate
677,Auto,Collision,Rural,Yes,No,No,30.0,5.1,0,0.7,155292.0,151486.0,0.81,635.22992616671,Legitimate
678,Life,Collision,Suburban,Yes,No,,18.0,7.1,3,2.4,85838.0,87448.0,0.247,770.4301165346557,Legitimate
679,Health,Collision,Urban,No,No,Yes,59.0,2.0,2,2.1,129910.0,146573.0,0.193,777.4605305843834,Legitimate
680,Health,Medical,Urban,Yes,No,,42.0,13.2,1,1.0,263301.0,267026.0,0.404,641.3866025429154,Legitimate
681,Property,Collision,Suburban,Yes,No,No,57.0,3.9,1,2.9,191577.0,188097.0,0.242,600.1982555895906,Legitimate
682,Auto,Fire,Suburban,No,No,No,51.0,23.9,0,2.9,108510.0,111103.0,0.286,797.6087796066755,Legitimate
683,Auto,Medical,Urban,No,No,,23.0,10.1,0,17.9,326638.0,324809.0,0.402,633.0281789711028,Legitimate
684,Auto,Collision,Suburban,No,Yes,No,54.0,4.3,1,5.7,151752.0,179537.0,0.186,693.5374139738333,Legitimate
685,Auto,Fire,Suburban,No,No,Yes,19.0,4.6,1,6.7,557596.0,653316.0,0.18,582.0479036644841,Legitimate
686,Property,Theft,Urban,Yes,No,No,38.0,4.4,0,2.2,66201.0,59426.0,0.396,688.3389821273154,Legitimate
687,Auto,Collision,Rural,No,No,No,37.0,16.3,1,5.2,336741.0,349983.0,0.183,,Legitimate
688,Auto,Theft,Suburban,Yes,No,No,18.0,4.5,1,3.8,287373.0,274797.0,0.173,504.81233053113016,Legitimate
689,Auto,Theft,Urban,Yes,No,Yes,44.0,4.2,4,6.2,46477.0,47466.0,0.172,609.9552369190872,Legitimate
690,Property,Medical,Urban,Yes,Yes,,18.0,2.0,3,7.2,128089.0,151459.0,0.456,660.2504386926084,Legitimate
691,Auto,Liability,Rural,Yes,No,Yes,46.0,1.8,0,6.4,127156.0,129740.0,0.83,639.7293667739099,Legitimate
692,Property,Medical,Urban,Yes,No,,43.0,1.6,2,3.1,38415.0,40078.0,0.459,666.6240548342068,Legitimate
693,Health,Liability,Suburban,No,No,Yes,41.0,8.2,0,0.3,122611.0,126061.0,0.249,664.0784235055924,Legitimate
694,Auto,Theft,Rural,Yes,No,No,27.0,2.9,1,2.7,142880.0,144945.0,0.522,646.4205929477733,Legitimate
695,Auto,Theft,Rural,Yes,No,Yes,43.0,0.8,1,1.4,14473.0,14647.0,0.183,772.2530224084812,Legitimate
696,Auto,Collision,Suburban,Yes,No,Yes,64.0,2.8,0,3.6,53041.0,56800.0,0.347,547.9258905375599,Legitimate
697,Auto,Medical,Suburban,No,No,,52.0,2.3,0,1.9,139952.0,131030.0,0.334,656.9626663883803,Legitimate
698,Life,Theft,Suburban,Yes,No,,50.0,2.6,1,10.8,201686.0,206514.0,0.232,692.8997605968545,Legitimate
699,Property,Theft,Urban,No,No,Yes,40.0,4.3,2,0.9,192158.0,208263.0,0.227,538.1535260456451,Fraudulent
700,Auto,Fire,Rural,No,No,No,29.0,4.1,0,2.2,59899.0,57481.0,0.359,687.180963598795,Legitimate
701,Health,Collision,Urban,No,No,Yes,73.0,6.2,0,3.0,188532.0,163510.0,0.278,656.0584496522158,Legitimate
702,Life,Collision,Urban,Yes,No,,61.0,1.0,0,4.6,138428.0,117787.0,0.405,535.1546898663328,Legitimate
703,Auto,Theft,Rural,Yes,No,No,57.0,0.5,0,1.7,273244.0,286021.0,0.176,720.6504184725512,Legitimate
704,Auto,Medical,Urban,No,Yes,,46.0,2.9,0,4.1,222144.0,243720.0,0.184,626.8671147541065,Legitimate
705,Health,Theft,Rural,No,No,Yes,38.0,8.3,0,9.0,126972.0,135849.0,0.228,685.0591985500487,Legitimate
706,Property,Liability,Suburban,No,No,Yes,32.0,6.5,1,1.6,185422.0,164972.0,0.191,709.0320254049361,Legitimate
707,Auto,Fire,Suburban,No,No,Yes,21.0,6.6,1,5.4,70405.0,78547.0,0.563,625.2463094571755,Legitimate
708,Property,Medical,Suburban,Yes,No,,30.0,4.5,1,7.7,192808.0,208414.0,0.388,635.7101016949218,Legitimate
709,Life,Theft,Suburban,Yes,No,,53.0,4.0,0,1.9,191296.0,224665.0,0.292,575.3353810961303,Legitimate
710,Property,Collision,Urban,No,No,No,28.0,7.3,1,2.7,55756.0,58432.0,0.214,667.4444639186809,Legitimate
711,Health,Medical,Urban,No,Yes,,41.0,5.8,0,4.2,99843.0,100781.0,0.36,850.0,Legitimate
712,Health,Medical,Urban,Yes,No,,32.0,6.5,1,8.9,155129.0,160374.0,0.263,661.4204300577807,Legitimate
713,Auto,Medical,Rural,No,No,,18.0,3.3,1,0.3,443598.0,439868.0,0.167,629.0272432846198,Legitimate
714,Auto,Collision,Urban,Yes,No,Yes,47.0,3.5,1,4.5,30245.0,31094.0,0.182,597.6301923511645,Legitimate
715,Health,Fire,Urban,Yes,No,Yes,42.0,4.4,1,10.1,304369.0,261964.0,0.428,694.9186299990623,Legitimate
716,Health,Theft,Urban,No,No,Yes,56.0,1.8,0,6.9,331013.0,369323.0,0.169,753.5121258725094,Legitimate
717,Health,Collision,Suburban,Yes,No,No,36.0,3.5,2,2.6,537193.0,507447.0,0.246,458.433922816631,Legitimate
718,Life,Fire,Urban,No,No,,52.0,7.0,2,3.1,198282.0,201604.0,0.328,626.4673185843488,Legitimate
719,Life,Medical,Urban,Yes,No,,34.0,1.6,0,10.5,185656.0,199478.0,0.407,607.4952181700195,Legitimate
720,Health,Collision,Urban,No,No,Yes,42.0,1.8,1,5.6,139532.0,150573.0,0.427,695.8527026913744,Legitimate
721,Health,Liability,Urban,No,No,Yes,18.0,2.6,0,2.9,146924.0,145283.0,0.168,718.7905136926985,Legitimate
722,Life,Liability,Urban,Yes,No,,36.0,1.6,1,2.0,121032.0,133878.0,0.424,619.536267646861,Legitimate
723,Property,Medical,Rural,No,No,,27.0,10.0,3,17.3,65265.0,68857.0,0.638,611.4324225847224,Fraudulent
724,Health,Medical,Rural,Yes,No,,55.0,8.3,1,6.4,414697.0,396488.0,0.184,682.0103757541538,Legitimate
725,Health,Medical,Suburban,Yes,No,,46.0,2.3,2,4.5,239569.0,228356.0,0.175,575.7796234162963,Legitimate
726,Property,Medical,Urban,Yes,No,,44.0,1.6,0,11.1,132997.0,125966.0,0.258,560.1915798868574,Legitimate
727,Health,Theft,Rural,Yes,No,Yes,35.0,1.6,1,10.9,120615.0,122497.0,0.756,618.5392025592707,Legitimate
728,Property,Medical,Suburban,Yes,No,,37.0,4.2,0,5.3,389936.0,351926.0,0.323,672.3752029951028,Legitimate
729,Property,Collision,Urban,No,No,Yes,46.0,4.9,1,11.6,21700.0,19901.0,0.189,501.191033977846,Legitimate
730,Life,Theft,Urban,No,No,,58.0,4.3,0,8.9,185851.0,188836.0,0.186,618.2854801938429,Legitimate
731,Property,Medical,Suburban,Yes,No,,18.0,10.3,0,2.8,93261.0,83513.0,0.418,499.91081376658263,Legitimate
732,Auto,Liability,Rural,Yes,Yes,No,44.0,9.4,0,5.9,125041.0,122224.0,0.541,666.923042286976,Legitimate
733,Health,Theft,Urban,Yes,Yes,Yes,32.0,4.3,0,3.8,233248.0,204902.0,0.421,643.8826786773542,Legitimate
734,Auto,Medical,Suburban,No,No,,18.0,4.3,1,1.8,210330.0,199075.0,0.787,660.2826383913359,Legitimate
735,Life,Theft,Urban,Yes,No,,48.0,1.9,0,3.2,114480.0,110499.0,0.503,712.0628509041458,Legitimate
736,Auto,Collision,Rural,Yes,No,No,34.0,3.8,0,8.9,176926.0,165870.0,0.817,655.6647790440868,Legitimate
737,Auto,Medical,Urban,Yes,No,,57.0,0.7,0,12.0,104523.0,93444.0,0.171,706.3242920539777,Legitimate
738,Auto,Fire,Urban,Yes,No,No,18.0,6.1,1,4.0,88653.0,82877.0,0.332,597.492145196438,Legitimate
739,Auto,Fire,Urban,No,No,No,57.0,4.6,0,5.0,516892.0,537074.0,0.65,549.0471340053268,Legitimate
740,Health,Liability,Urban,No,No,Yes,34.0,8.7,2,2.6,31710.0,29615.0,0.184,492.5084791928134,Legitimate
741,Auto,Theft,Rural,Yes,Yes,No,34.0,8.5,0,2.5,117825.0,108763.0,0.178,672.3735321183277,Legitimate
742,Auto,Medical,Urban,Yes,No,,18.0,5.0,1,13.0,73985.0,61581.0,0.447,720.0640671909243,Legitimate
743,Auto,Medical,Urban,Yes,No,,26.0,7.5,2,3.0,84777.0,77506.0,0.199,850.0,Legitimate
744,Health,Liability,Suburban,No,No,Yes,48.0,4.6,1,5.9,399840.0,434615.0,0.303,629.9956486511062,Legitimate
745,Property,Liability,Rural,Yes,No,No,51.0,9.3,0,13.9,355537.0,341759.0,0.356,757.1888691849475,Legitimate
746,Auto,Fire,Urban,Yes,No,Yes,33.0,4.3,3,5.7,178363.0,215258.0,0.332,640.6568777505055,Legitimate
747,Health,Collision,Suburban,Yes,No,No,48.0,2.2,3,9.8,356016.0,374690.0,0.634,618.8925281957833,Fraudulent
748,Auto,Medical,Rural,Yes,No,,65.0,6.5,0,3.3,143220.0,151830.0,0.226,783.2851006127373,Legitimate
749,Health,Collision,Urban,Yes,No,No,51.0,3.1,0,5.9,147328.0,123537.0,0.283,630.6395555920013,Legitimate
750,Health,Theft,Suburban,No,No,No,33.0,5.4,1,2.6,117771.0,116830.0,0.523,523.7393573082477,Legitimate
751,Auto,Collision,Rural,No,No,No,47.0,3.8,1,8.9,466571.0,504207.0,0.349,598.407583097356,Legitimate
752,Auto,Collision,Suburban,Yes,No,Yes,35.0,2.9,0,1.6,117854.0,99290.0,0.182,680.9790622580899,Legitimate
753,Auto,Liability,Suburban,No,No,Yes,59.0,3.3,1,13.3,229770.0,212994.0,0.235,611.5647541916588,Legitimate
754,Health,Theft,Urban,No,No,Yes,26.0,3.0,0,1.0,322303.0,347967.0,0.248,716.8265231155204,Legitimate
755,Health,Medical,Rural,Yes,No,,32.0,5.7,0,3.4,167142.0,175616.0,0.223,687.4672963487513,Legitimate
756,Auto,Theft,Urban,Yes,No,No,46.0,5.2,2,2.5,213382.0,231401.0,0.301,550.7977040603419,Legitimate
757,Property,Collision,Suburban,Yes,No,No,52.0,6.2,0,9.3,62765.0,56484.0,0.264,570.4885359900925,Legitimate
758,Auto,Collision,Urban,Yes,No,Yes,46.0,4.9,3,5.6,87771.0,85745.0,0.378,660.1449604963321,Legitimate
759,Life,Theft,Suburban,No,No,,18.0,2.3,0,2.3,116006.0,101859.0,0.279,644.9693048458553,Legitimate
760,Auto,Medical,Urban,No,No,,51.0,2.4,2,4.2,104924.0,99980.0,0.796,643.7915207846657,Fraudulent
761,Health,Collision,Suburban,No,No,No,46.0,6.5,1,2.0,68743.0,67214.0,0.229,645.5020416374919,Legitimate
762,Life,Collision,Suburban,Yes,No,,37.0,2.5,0,7.1,97209.0,97813.0,0.231,683.0061348559021,Legitimate
763,Property,Collision,Urban,No,No,No,56.0,22.8,0,12.5,33452.0,36939.0,0.318,718.0396356116943,Legitimate
764,Health,Medical,Urban,Yes,No,,34.0,6.9,0,4.4,158901.0,141234.0,0.341,732.0446744366747,Legitimate
765,Property,Theft,Suburban,No,No,Yes,42.0,4.2,1,2.9,160419.0,182540.0,0.288,707.0872979939599,Legitimate
766,Property,Medical,Suburban,No,No,,38.0,1.6,0,11.5,35498.0,34423.0,0.384,,Legitimate
767,Life,Medical,Suburban,No,No,,45.0,3.6,1,12.5,286743.0,299843.0,0.26,604.8471907311598,Legitimate
768,Property,Fire,Rural,Yes,No,Yes,40.0,5.7,0,2.6,165487.0,150977.0,0.415,637.266834084693,Legitimate
769,Property,Theft,Suburban,Yes,No,Yes,28.0,7.6,0,4.5,385119.0,386519.0,0.253,546.8078788251678,Legitimate
770,Life,Medical,Rural,Yes,No,,45.0,2.1,0,8.4,543148.0,411589.0,0.471,762.7155518214852,Legitimate
771,Life,Theft,Urban,No,No,,50.0,9.2,0,5.3,207841.0,208359.0,0.623,707.0267941932262,Legitimate
772,Health,Fire,Suburban,No,Yes,Yes,22.0,3.5,0,0.4,292606.0,283729.0,0.185,,Legitimate
773,Life,Collision,Urban,Yes,Yes,,39.0,3.0,0,3.9,121331.0,119916.0,0.367,718.755056629455,Legitimate
774,Health,Fire,Rural,No,No,Yes,19.0,0.9,1,6.6,402721.0,393900.0,0.339,708.2058009642304,Legitimate
775,Property,Medical,Rural,No,No,,64.0,4.8,0,1.8,60889.0,60746.0,0.182,695.519150561753,Legitimate
776,Health,Liability,Rural,Yes,No,Yes,60.0,3.2,1,0.9,56005.0,47938.0,0.236,649.9375293057763,Legitimate
777,Auto,Medical,Suburban,Yes,Yes,,41.0,5.6,1,1.5,516953.0,519389.0,0.255,651.8202003916981,Legitimate
778,Property,Liability,Rural,No,No,No,52.0,1.3,2,2.1,188311.0,187816.0,0.29,712.906703443616,Legitimate
779,Auto,Liability,Suburban,Yes,No,Yes,51.0,2.2,1,11.4,364094.0,381453.0,0.18,674.3553017944705,Legitimate
780,Health,Theft,Suburban,Yes,No,Yes,18.0,4.7,0,6.2,53446.0,48305.0,0.188,585.5692963430339,Legitimate
781,Health,Liability,Suburban,No,No,No,40.0,17.7,0,1.7,180926.0,181974.0,0.246,641.068659273454,Legitimate
782,Property,Collision,Suburban,No,Yes,Yes,67.0,12.8,0,1.3,282910.0,267947.0,0.264,639.1081265101269,Legitimate
783,Property,Liability,Urban,Yes,No,Yes,41.0,9.3,0,4.7,80616.0,79861.0,0.467,645.9056289464395,Legitimate
784,Auto,Liability,Rural,Yes,No,No,18.0,17.6,2,1.4,43792.0,37949.0,0.206,583.3082344247758,Legitimate
785,Life,Liability,Urban,No,No,,66.0,15.4,1,4.8,140394.0,136775.0,0.205,557.468462300522,Legitimate
786,Life,Liability,Urban,Yes,No,,18.0,4.0,0,6.5,313228.0,303776.0,0.227,,Legitimate
787,Health,Collision,Rural,Yes,No,Yes,56.0,3.7,0,6.2,349434.0,336896.0,0.344,599.8007878189567,Legitimate
788,Auto,Medical,Urban,No,No,,31.0,5.1,3,8.5,130617.0,136792.0,0.552,597.5410982042431,Fraudulent
789,Auto,Fire,Suburban,Yes,No,Yes,33.0,7.9,0,4.5,57045.0,55370.0,0.26,532.3133275431366,Legitimate
790,Life,Collision,Urban,Yes,Yes,,39.0,8.7,1,9.4,38771.0,39528.0,0.471,760.9917434368735,Legitimate
791,Health,Theft,Urban,Yes,No,Yes,36.0,3.7,0,6.8,188296.0,193677.0,0.76,656.5517145179809,Legitimate
792,Property,Liability,Rural,Yes,No,Yes,29.0,8.4,1,1.7,43397.0,43410.0,0.241,711.7523165991171,Legitimate
793,Health,Theft,Urban,Yes,No,No,49.0,4.6,1,1.1,171400.0,207350.0,0.261,747.2862932206434,Legitimate
794,Health,Collision,Urban,Yes,No,No,37.0,3.8,0,0.3,224674.0,222112.0,0.238,611.1495111935617,Legitimate
795,Life,Theft,Urban,No,No,,24.0,7.7,2,11.2,322717.0,349093.0,0.445,801.2010599069872,Legitimate
796,Auto,Liability,Urban,Yes,No,Yes,27.0,9.2,1,1.6,67228.0,67326.0,0.17,531.1277571094654,Legitimate
797,Auto,Theft,Suburban,No,No,No,64.0,3.9,0,5.6,132882.0,134586.0,0.328,538.8527458811166,Legitimate
798,Property,Fire,Urban,Yes,No,Yes,38.0,8.3,3,4.4,198538.0,235890.0,0.339,645.2738772382943,Legitimate
799,Property,Medical,Rural,Yes,No,,46.0,3.0,1,7.7,88828.0,88098.0,0.629,538.6104136132793,Legitimate
800,Life,Medical,Urban,No,No,,33.0,20.7,3,3.9,411452.0,393842.0,0.253,577.5162521633574,Legitimate
801,Health,Liability,Urban,No,No,No,63.0,11.6,1,6.7,238935.0,227365.0,0.204,723.0718074436771,Legitimate
802,Auto,Collision,Suburban,No,No,Yes,63.0,7.4,1,6.3,219432.0,217285.0,0.206,669.3351537042387,Legitimate
803,Auto,Liability,Rural,No,No,Yes,18.0,1.7,0,15.5,83722.0,95441.0,0.301,602.1058012734725,Legitimate
804,Auto,Collision,Suburban,Yes,No,Yes,37.0,5.2,1,9.7,175571.0,156029.0,0.308,742.8800757617948,Legitimate
805,Health,Medical,Urban,No,No,,50.0,2.0,1,1.0,99894.0,97465.0,0.205,608.1924338639303,Legitimate
806,Auto,Liability,Rural,Yes,No,Yes,39.0,7.3,2,12.5,477581.0,478314.0,0.168,520.4884831223462,Legitimate
807,Auto,Medical,Urban,Yes,No,,32.0,7.5,0,0.8,181486.0,193953.0,0.376,655.7438888136471,Legitimate
808,Health,Liability,Urban,Yes,No,Yes,53.0,6.7,0,10.5,154325.0,166084.0,0.368,675.5906142095606,Legitimate
809,Auto,Theft,Urban,Yes,No,No,64.0,6.2,1,8.7,233018.0,232373.0,0.285,670.9543514052533,Legitimate
810,Health,Collision,Urban,No,No,No,24.0,0.5,0,3.7,41236.0,40984.0,0.28,651.6345771420883,Legitimate
811,Life,Liability,Urban,Yes,No,,41.0,7.2,0,3.0,162197.0,180125.0,0.29,803.2579389659301,Legitimate
812,Life,Liability,Urban,Yes,No,,30.0,3.4,1,2.0,228077.0,230759.0,0.424,761.8749210188228,Legitimate
813,Life,Medical,Suburban,Yes,Yes,,31.0,8.8,0,3.0,119997.0,121255.0,0.43,760.2891458971155,Legitimate
814,Health,Medical,Rural,Yes,Yes,,27.0,4.6,1,1.3,406986.0,415631.0,0.197,715.572766003033,Legitimate
815,Auto,Medical,Suburban,Yes,No,,18.0,5.5,0,5.3,251888.0,252721.0,0.257,711.1088490248854,Legitimate
816,Health,Theft,Suburban,Yes,No,Yes,32.0,2.2,0,6.2,455738.0,437337.0,0.244,530.7588947345545,Legitimate
817,Auto,Liability,Urban,Yes,No,No,47.0,1.7,1,7.3,137706.0,151200.0,0.182,572.3248271565105,Legitimate
818,Auto,Medical,Urban,No,No,,39.0,11.7,1,4.0,73760.0,77831.0,0.177,630.2702885950745,Legitimate
819,Health,Medical,Suburban,No,Yes,,18.0,7.5,0,2.4,200594.0,211341.0,0.291,622.7657440268431,Legitimate
820,Life,Medical,Suburban,No,No,,60.0,4.4,1,7.0,149004.0,155680.0,0.246,667.9702512696488,Legitimate
821,Auto,Collision,Rural,Yes,No,Yes,27.0,2.3,1,5.5,408385.0,408840.0,0.487,452.05949081727397,Legitimate
822,Auto,Theft,Urban,No,No,Yes,48.0,1.8,2,4.7,152611.0,175090.0,0.193,744.3461889910764,Legitimate
823,Auto,Medical,Rural,No,No,,42.0,5.0,0,4.6,153267.0,152930.0,0.549,780.4639663834657,Legitimate
824,Health,Fire,Urban,No,No,Yes,39.0,6.6,0,7.6,138911.0,151553.0,0.451,776.6779494819772,Legitimate
825,Auto,Fire,Urban,No,No,Yes,47.0,4.8,0,8.8,649739.0,610069.0,0.367,648.5492573427024,Legitimate
826,Auto,Theft,Rural,No,No,Yes,18.0,3.4,0,4.9,38977.0,35949.0,0.228,508.98569925347283,Legitimate
827,Auto,Collision,Urban,No,No,Yes,27.0,3.8,2,3.1,145787.0,151099.0,0.206,558.4592004505367,Legitimate
828,Auto,Medical,Urban,Yes,No,,27.0,15.6,1,0.8,374602.0,329211.0,0.21,564.5700819022906,Legitimate
829,Life,Collision,Rural,No,No,,48.0,1.6,1,10.7,109457.0,88698.0,0.743,788.2364556165096,Legitimate
830,Health,Liability,Rural,No,No,Yes,33.0,11.4,0,9.8,437819.0,424403.0,0.803,686.033147409498,Fraudulent
831,Auto,Medical,Urban,Yes,No,,48.0,4.7,2,3.8,153845.0,167115.0,0.247,587.6364737812537,Legitimate
832,Property,Theft,Suburban,Yes,No,No,34.0,1.8,3,3.5,70784.0,69000.0,0.503,840.3912746538492,Legitimate
833,Health,Medical,Suburban,No,No,,59.0,8.2,2,15.9,29769.0,29438.0,0.259,553.6710228341262,Legitimate
834,Life,Medical,Urban,No,No,,50.0,3.1,1,4.9,79955.0,92981.0,0.746,523.3508114852472,Legitimate
835,Auto,Collision,Urban,Yes,No,No,55.0,1.6,1,10.5,164849.0,169074.0,0.822,765.5042593945901,Legitimate
836,Health,Collision,Suburban,No,No,No,43.0,6.4,0,7.6,209290.0,217405.0,0.169,706.4053583088815,Legitimate
837,Auto,Collision,Urban,Yes,No,Yes,57.0,4.3,0,4.6,11691.0,10556.0,0.227,669.1925707508829,Legitimate
838,Life,Collision,Urban,Yes,No,,19.0,2.2,2,0.9,158854.0,152255.0,0.493,,Legitimate
839,Auto,Collision,Rural,Yes,No,Yes,55.0,0.5,0,5.8,78836.0,80270.0,0.18,698.3061231794545,Legitimate
840,Auto,Medical,Suburban,No,No,,40.0,5.7,1,5.0,129217.0,110150.0,0.203,520.4306938418187,Legitimate
841,Auto,Collision,Urban,No,No,No,50.0,6.9,0,2.4,56951.0,60752.0,0.285,623.2186739827999,Legitimate
842,Auto,Collision,Suburban,No,No,No,38.0,5.3,1,4.7,629642.0,623066.0,0.281,673.8616559305987,Legitimate
843,Life,Theft,Rural,No,No,,42.0,4.3,1,4.5,55593.0,47694.0,0.413,704.2582378448766,Legitimate
844,Property,Collision,Urban,No,No,Yes,32.0,7.7,2,4.1,141630.0,156486.0,0.186,594.6327226979771,Legitimate
845,Auto,Fire,Rural,No,No,No,18.0,6.8,1,14.3,80404.0,71490.0,0.675,735.2678046242305,Legitimate
846,Auto,Fire,Suburban,Yes,No,Yes,30.0,7.9,2,4.2,209367.0,242708.0,0.311,685.8958534952151,Legitimate
847,Health,Theft,Suburban,Yes,No,Yes,56.0,0.3,0,1.8,40894.0,42681.0,0.194,661.1841646390675,Legitimate
848,Auto,Medical,Urban,Yes,No,,35.0,14.6,1,4.2,188514.0,203442.0,0.275,719.5318577250713,Legitimate
849,Health,Collision,Rural,No,Yes,Yes,50.0,2.7,3,1.2,37778.0,41082.0,0.546,647.7610816682122,Fraudulent
850,Auto,Collision,Rural,No,No,Yes,54.0,6.4,2,2.0,484509.0,514340.0,0.68,779.22276612284,Legitimate
851,Health,Theft,Urban,Yes,No,Yes,58.0,2.0,1,3.3,383358.0,401764.0,0.691,,Legitimate
852,Auto,Fire,Rural,No,No,No,49.0,11.5,1,7.5,173013.0,192502.0,0.265,620.5261045224263,Legitimate
853,Auto,Medical,Suburban,Yes,No,,20.0,1.1,0,10.1,65419.0,68126.0,0.56,,Legitimate
854,Auto,Medical,Suburban,No,No,,38.0,9.7,2,3.8,115161.0,108412.0,0.595,698.1057259341537,Legitimate
855,Auto,Theft,Urban,Yes,No,No,36.0,6.9,0,10.0,96378.0,105842.0,0.185,600.9567844464161,Legitimate
856,Auto,Medical,Urban,No,No,,49.0,1.9,1,2.6,179536.0,188749.0,0.641,703.1888981290795,Fraudulent
857,Life,Collision,Rural,Yes,No,,49.0,5.2,2,11.7,223082.0,220878.0,0.379,574.3253184185216,Legitimate
858,Auto,Collision,Suburban,Yes,No,No,35.0,5.6,0,2.2,173065.0,182444.0,0.266,673.2905887321518,Legitimate
859,Auto,Liability,Urban,Yes,No,Yes,62.0,2.2,0,3.0,260861.0,278590.0,0.436,700.5152427675068,Legitimate
860,Auto,Medical,Urban,Yes,No,,40.0,1.9,2,11.4,105653.0,97509.0,0.191,637.0706899751826,Legitimate
861,Property,Collision,Suburban,Yes,No,Yes,49.0,8.0,1,6.4,238039.0,280738.0,0.288,572.8649808005554,Legitimate
862,Auto,Theft,Urban,Yes,No,No,61.0,5.2,0,5.3,90013.0,86198.0,0.237,,Legitimate
863,Auto,Collision,Rural,Yes,No,Yes,46.0,4.4,2,0.2,116739.0,116019.0,0.256,580.6578842443931,Legitimate
864,Health,Collision,Urban,Yes,No,No,33.0,2.2,0,2.6,243611.0,238212.0,0.227,557.1447410518383,Legitimate
865,Life,Theft,Rural,No,No,,45.0,0.8,1,6.7,343124.0,361428.0,0.204,613.0960889218438,Legitimate
866,Property,Theft,Suburban,No,No,Yes,53.0,2.3,0,3.4,309737.0,300351.0,0.207,747.897912001835,Legitimate
867,Life,Medical,Urban,No,No,,60.0,5.3,0,0.8,10485.0,10619.0,0.21,613.9933351428929,Legitimate
868,Auto,Medical,Urban,Yes,No,,39.0,2.3,2,3.0,188542.0,195755.0,0.188,637.9907352881995,Legitimate
869,Life,Collision,Suburban,Yes,No,,39.0,5.4,1,1.5,436134.0,451807.0,0.773,677.6759085825629,Legitimate
870,Auto,Collision,Rural,No,No,Yes,35.0,1.9,0,4.3,242191.0,258608.0,0.332,666.8066400195786,Legitimate
871,Auto,Medical,Urban,Yes,No,,68.0,8.6,1,1.8,53652.0,46332.0,0.33,498.66771884054174,Legitimate
872,Life,Collision,Urban,Yes,No,,37.0,6.8,0,7.5,13955.0,15435.0,0.224,558.3329540850691,Legitimate
873,Health,Collision,Urban,Yes,No,No,47.0,8.8,0,4.6,109294.0,109073.0,0.83,641.6078528540747,Legitimate
874,Auto,Medical,Suburban,Yes,No,,36.0,4.8,3,1.9,73231.0,78339.0,0.28,787.5561002922929,Legitimate
875,Auto,Medical,Urban,No,No,,67.0,14.9,5,6.6,125675.0,138883.0,0.321,806.3451888620705,Legitimate
876,Life,Theft,Urban,Yes,No,,64.0,3.8,2,1.4,250614.0,235676.0,0.192,706.9256372983517,Legitimate
877,Auto,Theft,Suburban,No,No,Yes,26.0,7.0,0,2.5,161849.0,181830.0,0.417,710.2776456737874,Legitimate
878,Health,Medical,Rural,Yes,No,,59.0,5.5,1,6.5,408381.0,410563.0,0.478,615.3107021679149,Legitimate
